Timestamp,Label,Risk Score,X1,Y1,X2,Y2
0.00,car,0.47,224,220,387,290
0.00,car,0.10,0,227,141,300
0.00,truck,0.11,470,206,548,272
0.00,car,0.05,133,224,186,266
0.00,car,0.02,182,223,210,254
0.00,person,0.00,622,227,636,261
0.00,traffic light,0.01,416,57,432,90
0.00,car,0.02,203,239,223,267
0.00,truck,0.10,408,193,453,257
0.03,car,0.11,0,227,152,299
0.03,truck,0.11,470,206,548,273
0.03,car,0.53,222,220,400,290
0.03,car,0.02,182,223,210,254
0.03,car,0.05,133,224,186,266
0.03,person,0.00,622,226,636,261
0.03,car,0.02,204,238,224,266
0.03,traffic light,0.01,416,57,432,90
0.03,truck,0.09,407,193,453,252
0.07,car,0.12,0,227,158,299
0.07,truck,0.11,470,206,548,273
0.07,car,0.58,221,220,412,291
0.07,car,0.02,182,223,210,254
0.07,car,0.05,130,224,185,267
0.07,person,0.00,622,226,636,261
0.07,traffic light,0.01,416,57,432,90
0.07,truck,0.09,410,193,453,254
0.07,car,0.02,203,232,227,267
0.10,car,0.13,0,227,160,300
0.10,car,0.58,221,219,410,291
0.10,truck,0.11,470,206,548,273
0.10,car,0.02,182,223,210,254
0.10,car,0.05,134,224,185,265
0.10,person,0.00,622,226,637,261
0.10,traffic light,0.01,416,57,432,90
0.10,person,0.26,384,213,436,293
0.10,car,0.02,203,234,224,267
0.13,car,0.54,225,220,404,291
0.13,car,0.13,0,227,164,300
0.13,truck,0.11,470,206,548,272
0.13,car,0.02,182,223,211,254
0.13,person,0.00,622,225,636,261
0.13,car,0.05,134,223,186,263
0.13,person,0.22,389,213,436,289
0.13,traffic light,0.01,416,57,432,90
0.13,car,0.02,203,235,225,267
0.17,car,0.54,224,220,406,290
0.17,car,0.15,0,227,172,301
0.17,truck,0.11,470,206,548,273
0.17,car,0.02,182,223,211,254
0.17,person,0.00,622,226,637,262
0.17,car,0.04,133,222,185,261
0.17,person,0.22,391,213,437,292
0.17,traffic light,0.01,416,57,432,90
0.17,car,0.08,203,219,258,268
0.20,car,0.54,226,220,407,289
0.20,car,0.15,0,227,174,301
0.20,truck,0.11,469,206,547,273
0.20,car,0.02,182,223,210,254
0.20,person,0.00,622,226,637,261
0.20,car,0.04,134,222,186,261
0.20,person,0.21,398,210,439,296
0.20,traffic light,0.01,416,57,432,90
0.20,car,0.08,203,220,257,269
0.23,car,0.16,0,225,177,300
0.23,car,0.55,227,220,409,290
0.23,truck,0.11,469,206,547,272
0.23,car,0.02,182,223,211,254
0.23,car,0.04,134,222,186,260
0.23,person,0.00,622,226,637,262
0.23,person,0.21,399,209,440,295
0.23,traffic light,0.01,416,57,432,90
0.23,car,0.08,203,221,258,269
0.27,car,0.56,227,220,411,290
0.27,car,0.17,0,225,180,301
0.27,truck,0.11,469,206,547,272
0.27,car,0.04,134,222,186,259
0.27,car,0.02,182,223,210,254
0.27,person,0.01,622,226,638,262
0.27,car,0.02,204,237,230,267
0.27,traffic light,0.01,416,57,432,90
0.27,person,0.20,400,211,442,291
0.30,car,0.54,227,220,409,289
0.30,car,0.16,0,228,183,299
0.30,truck,0.11,469,206,548,273
0.30,car,0.02,182,223,210,254
0.30,car,0.04,134,222,186,259
0.30,person,0.01,622,226,638,262
0.30,person,0.23,401,209,449,291
0.30,traffic light,0.01,416,57,432,90
0.30,car,0.08,203,221,259,268
0.33,car,0.54,229,220,409,289
0.33,car,0.17,0,228,186,299
0.33,truck,0.11,469,206,548,272
0.33,car,0.02,182,223,210,254
0.33,car,0.04,135,222,187,258
0.33,person,0.00,622,227,638,262
0.33,person,0.23,405,207,452,293
0.33,car,0.08,203,221,259,268
0.33,traffic light,0.01,416,57,432,90
0.37,car,0.55,227,220,410,289
0.37,car,0.17,1,228,190,298
0.37,truck,0.11,469,206,548,273
0.37,car,0.02,182,223,210,254
0.37,car,0.04,135,222,187,256
0.37,car,0.08,203,222,259,269
0.37,person,0.00,623,227,639,261
0.37,person,0.23,410,204,454,297
0.37,traffic light,0.01,416,57,432,90
0.40,car,0.54,231,220,410,289
0.40,car,0.18,1,226,193,298
0.40,truck,0.11,469,206,548,272
0.40,person,0.23,409,208,455,295
0.40,car,0.02,182,223,210,254
0.40,car,0.08,203,224,258,268
0.40,car,0.04,136,222,190,256
0.40,person,0.00,623,227,638,262
0.40,traffic light,0.01,416,57,432,90
0.43,car,0.52,234,220,410,289
0.43,car,0.18,2,227,195,298
0.43,truck,0.11,469,206,548,272
0.43,person,0.19,413,211,456,291
0.43,car,0.08,203,223,258,268
0.43,car,0.02,182,223,210,255
0.43,car,0.04,136,222,189,255
0.43,person,0.00,623,227,638,262
0.43,traffic light,0.01,416,57,432,90
0.47,car,0.52,235,221,410,290
0.47,car,0.19,2,227,198,299
0.47,truck,0.11,470,206,548,272
0.47,person,0.18,414,214,459,287
0.47,car,0.04,136,222,190,254
0.47,person,0.00,624,227,638,262
0.47,traffic light,0.01,416,57,432,90
0.47,car,0.02,183,223,211,255
0.47,car,0.06,203,227,252,268
0.50,car,0.52,236,220,411,289
0.50,car,0.20,2,227,202,300
0.50,truck,0.11,470,206,548,272
0.50,person,0.19,420,214,464,295
0.50,car,0.06,135,223,209,256
0.50,person,0.00,623,226,637,262
0.50,traffic light,0.01,416,57,432,90
0.50,car,0.05,204,228,244,267
0.50,car,0.02,183,223,211,255
0.53,car,0.52,237,220,413,289
0.53,car,0.21,2,228,205,302
0.53,truck,0.11,471,208,548,273
0.53,person,0.18,422,217,467,293
0.53,car,0.06,138,223,210,256
0.53,person,0.00,624,226,638,263
0.53,traffic light,0.01,416,57,432,90
0.53,car,0.04,205,230,242,267
0.57,car,0.51,240,221,413,290
0.57,car,0.22,1,228,208,303
0.57,truck,0.11,471,208,548,273
0.57,car,0.04,204,231,240,266
0.57,person,0.00,624,226,638,263
0.57,car,0.05,142,222,210,255
0.57,traffic light,0.01,416,57,432,90
0.57,person,0.19,421,219,470,292
0.60,car,0.23,1,227,212,303
0.60,car,0.51,240,220,413,289
0.60,truck,0.11,471,208,548,273
0.60,car,0.05,142,222,210,255
0.60,person,0.00,625,227,639,262
0.60,car,0.04,204,231,240,266
0.60,person,0.18,426,218,471,293
0.60,traffic light,0.01,416,57,431,90
0.63,car,0.50,241,221,413,289
0.63,car,0.24,2,227,216,303
0.63,truck,0.11,471,208,547,273
0.63,car,0.05,140,222,210,254
0.63,car,0.04,205,231,241,267
0.63,person,0.00,626,227,639,262
0.63,traffic light,0.01,416,57,431,90
0.63,person,0.17,430,216,473,292
0.63,car,0.08,370,226,427,267
0.67,car,0.50,243,221,413,290
0.67,car,0.25,5,227,220,304
0.67,truck,0.11,471,208,548,273
0.67,person,0.00,626,229,639,263
0.67,car,0.04,205,230,241,267
0.67,car,0.05,139,222,211,254
0.67,traffic light,0.01,416,57,432,90
0.70,car,0.49,243,221,415,289
0.70,car,0.26,8,227,223,304
0.70,truck,0.11,471,208,548,273
0.70,person,0.00,626,229,638,263
0.70,traffic light,0.01,416,57,432,90
0.70,car,0.05,138,222,211,253
0.70,car,0.04,205,230,241,266
0.70,car,0.08,372,226,430,268
0.73,car,0.50,242,221,415,289
0.73,car,0.26,13,227,225,304
0.73,truck,0.11,472,207,549,272
0.73,traffic light,0.01,416,57,432,90
0.73,person,0.00,627,229,639,263
0.73,person,0.13,442,215,478,291
0.73,car,0.04,205,231,241,267
0.73,car,0.05,143,222,212,253
0.77,car,0.50,243,221,416,289
0.77,car,0.27,14,227,229,304
0.77,truck,0.11,473,207,549,273
0.77,person,0.14,444,218,481,294
0.77,traffic light,0.01,416,57,432,90
0.77,person,0.00,627,229,638,262
0.77,car,0.04,149,222,212,249
0.77,car,0.04,207,228,247,264
0.77,car,0.06,374,226,426,262
0.80,car,0.51,241,220,418,288
0.80,car,0.28,17,226,233,302
0.80,truck,0.10,474,207,549,273
0.80,person,0.13,447,217,482,295
0.80,traffic light,0.01,416,57,432,90
0.80,person,0.00,628,230,639,262
0.80,car,0.04,154,223,211,249
0.80,car,0.06,206,226,255,265
0.80,car,0.06,373,226,425,259
0.83,car,0.51,240,221,419,289
0.83,car,0.29,21,226,238,303
0.83,truck,0.10,476,207,547,273
0.83,person,0.13,448,215,483,293
0.83,traffic light,0.01,416,57,432,90
0.83,person,0.00,628,229,639,263
0.83,car,0.05,136,222,213,247
0.87,car,0.51,241,221,418,289
0.87,car,0.30,25,225,240,303
0.87,truck,0.10,476,207,546,273
0.87,person,0.12,451,214,484,291
0.87,traffic light,0.01,416,57,432,90
0.87,person,0.00,628,229,638,263
0.87,person,0.06,425,227,444,280
0.87,car,0.04,375,227,424,253
0.87,car,0.04,137,223,212,247
0.90,car,0.51,241,220,418,288
0.90,car,0.29,30,227,242,302
0.90,truck,0.10,476,207,546,273
0.90,person,0.13,453,215,489,291
0.90,person,0.06,426,226,446,280
0.90,traffic light,0.01,416,57,432,90
0.90,person,0.00,628,228,638,262
0.90,car,0.04,376,228,420,253
0.93,car,0.51,242,220,419,288
0.93,car,0.31,33,227,246,303
0.93,truck,0.10,476,207,546,273
0.93,person,0.13,453,215,490,293
0.93,person,0.07,426,225,448,281
0.93,traffic light,0.01,416,57,432,90
0.93,person,0.00,628,229,638,263
0.93,car,0.04,152,222,211,247
0.97,car,0.50,244,220,419,288
0.97,car,0.32,36,226,249,303
0.97,truck,0.10,475,207,546,273
0.97,person,0.13,454,216,491,294
0.97,traffic light,0.01,416,57,432,90
0.97,person,0.09,424,226,453,280
0.97,person,0.00,628,228,638,264
0.97,car,0.04,154,222,211,247
1.00,car,0.50,244,221,418,289
1.00,car,0.32,38,228,257,301
1.00,truck,0.10,475,207,546,273
1.00,person,0.12,456,218,493,293
1.00,traffic light,0.01,416,57,432,90
1.00,person,0.00,629,228,639,264
1.00,person,0.09,425,230,456,281
1.00,person,0.01,28,227,45,268
1.00,person,0.00,616,228,629,266
1.03,car,0.49,245,221,419,288
1.03,car,0.34,41,227,260,302
1.03,truck,0.10,473,207,546,274
1.03,person,0.12,458,219,494,294
1.03,traffic light,0.01,416,57,432,90
1.03,person,0.01,24,226,47,271
1.03,person,0.00,629,227,639,264
1.03,person,0.10,424,222,457,280
1.03,person,0.01,616,228,631,269
1.07,car,0.49,246,220,420,287
1.07,car,0.34,47,225,259,302
1.07,truck,0.10,472,207,546,273
1.07,person,0.11,463,219,495,295
1.07,traffic light,0.01,416,57,432,90
1.07,person,0.00,629,227,639,265
1.07,person,0.10,424,227,457,281
1.07,person,0.01,616,228,631,269
1.07,person,0.01,22,225,44,269
1.10,car,0.48,247,220,420,287
1.10,car,0.34,47,226,262,302
1.10,truck,0.11,471,207,546,273
1.10,person,0.11,464,218,496,295
1.10,person,0.08,429,229,457,281
1.10,traffic light,0.01,416,57,432,90
1.10,person,0.01,16,224,43,271
1.10,person,0.01,616,226,631,269
1.13,car,0.48,248,220,421,287
1.13,car,0.35,49,226,268,301
1.13,truck,0.11,471,207,546,273
1.13,traffic light,0.01,416,57,432,90
1.13,person,0.06,433,230,457,281
1.13,person,0.10,465,218,496,292
1.13,person,0.01,15,225,42,273
1.13,person,0.01,616,226,631,270
1.17,car,0.48,249,220,421,288
1.17,car,0.37,53,225,273,302
1.17,truck,0.11,471,207,546,275
1.17,traffic light,0.01,416,57,432,90
1.17,person,0.01,15,224,43,273
1.17,person,0.10,466,217,497,291
1.17,person,0.01,617,224,634,272
1.17,person,0.07,434,228,458,280
1.20,car,0.48,251,220,421,288
1.20,car,0.38,60,225,276,303
1.20,truck,0.11,473,207,546,275
1.20,person,0.01,16,225,42,275
1.20,traffic light,0.01,416,57,432,90
1.20,person,0.01,617,225,633,271
1.20,person,0.09,467,218,496,290
1.20,person,0.00,630,226,639,268
1.23,car,0.40,61,225,280,303
1.23,car,0.47,253,220,421,288
1.23,truck,0.11,472,207,546,274
1.23,person,0.09,467,218,496,291
1.23,person,0.01,14,224,39,273
1.23,traffic light,0.01,416,57,432,90
1.23,person,0.01,617,225,632,271
1.23,person,0.00,581,227,593,251
1.27,car,0.41,64,225,285,303
1.27,car,0.46,257,220,422,288
1.27,truck,0.11,472,207,546,274
1.27,traffic light,0.01,416,57,432,90
1.27,person,0.01,13,225,37,273
1.27,person,0.09,469,218,498,290
1.27,person,0.01,617,226,632,271
1.27,person,0.00,581,227,593,252
1.30,car,0.45,259,220,422,288
1.30,car,0.42,65,224,288,303
1.30,truck,0.10,473,207,546,274
1.30,traffic light,0.01,416,57,432,90
1.30,person,0.10,468,217,498,292
1.30,person,0.01,7,224,36,273
1.30,person,0.01,617,225,636,273
1.30,car,0.04,372,226,421,250
1.30,person,0.00,581,227,594,252
1.33,car,0.45,261,220,423,288
1.33,car,0.42,69,225,290,303
1.33,truck,0.10,474,207,546,274
1.33,traffic light,0.01,416,57,432,90
1.33,person,0.01,617,226,637,274
1.33,person,0.05,445,227,464,281
1.33,person,0.10,468,216,499,294
1.33,person,0.01,6,225,36,274
1.37,car,0.44,262,220,423,287
1.37,car,0.42,74,225,293,302
1.37,truck,0.11,473,207,546,275
1.37,person,0.01,617,226,637,275
1.37,traffic light,0.01,416,57,432,90
1.37,person,0.05,447,231,466,280
1.37,person,0.10,469,216,500,295
1.37,person,0.01,8,225,34,273
1.37,truck,0.09,408,194,454,252
1.40,car,0.44,262,220,423,288
1.40,car,0.43,78,224,294,302
1.40,truck,0.10,474,207,546,275
1.40,person,0.01,618,226,638,275
1.40,traffic light,0.01,416,57,432,90
1.40,person,0.10,469,216,500,292
1.40,person,0.05,448,230,468,281
1.40,truck,0.09,407,193,455,251
1.43,car,0.43,264,220,423,287
1.43,car,0.44,78,225,301,302
1.43,truck,0.10,476,207,546,275
1.43,person,0.06,448,225,470,281
1.43,traffic light,0.01,416,57,432,90
1.43,person,0.10,469,217,500,293
1.43,person,0.01,618,226,638,276
1.43,person,0.01,579,227,593,253
1.47,car,0.43,264,220,424,287
1.47,car,0.46,80,225,307,302
1.47,person,0.07,449,227,474,281
1.47,truck,0.10,475,206,546,274
1.47,person,0.01,618,226,639,276
1.47,traffic light,0.01,416,57,432,90
1.47,person,0.00,579,227,592,253
1.47,person,0.10,470,217,501,292
1.50,car,0.41,268,221,426,287
1.50,car,0.47,86,225,311,303
1.50,person,0.07,450,226,478,280
1.50,truck,0.10,474,207,546,275
1.50,person,0.01,618,227,638,275
1.50,traffic light,0.01,416,57,432,90
1.50,person,0.01,578,227,591,253
1.53,car,0.43,264,220,426,287
1.53,person,0.08,450,225,479,281
1.53,car,0.48,95,224,315,303
1.53,truck,0.10,475,207,546,275
1.53,traffic light,0.01,416,57,432,90
1.53,person,0.01,618,226,639,276
1.53,person,0.01,577,227,591,254
1.57,car,0.43,266,220,426,287
1.57,person,0.07,450,228,479,281
1.57,car,0.48,96,224,317,302
1.57,truck,0.10,475,207,545,275
1.57,traffic light,0.01,416,57,432,90
1.57,person,0.01,619,226,639,277
1.57,person,0.01,576,227,591,253
1.57,truck,0.11,399,193,454,251
1.57,person,0.01,593,245,611,279
1.60,car,0.42,269,220,427,287
1.60,person,0.07,452,226,480,282
1.60,car,0.46,125,224,321,302
1.60,truck,0.10,477,207,546,274
1.60,traffic light,0.01,416,57,432,90
1.60,person,0.01,575,227,590,253
1.60,truck,0.11,400,193,454,251
1.60,person,0.01,619,227,639,278
1.63,car,0.41,270,220,427,286
1.63,truck,0.10,476,207,545,275
1.63,person,0.06,456,227,481,281
1.63,car,0.46,126,226,323,303
1.63,traffic light,0.01,416,57,432,90
1.63,person,0.01,575,227,590,253
1.63,truck,0.11,398,193,454,251
1.67,car,0.40,272,220,427,286
1.67,truck,0.10,478,206,547,273
1.67,car,0.49,124,224,327,303
1.67,traffic light,0.01,416,57,432,90
1.67,person,0.01,575,227,590,253
1.67,person,0.08,456,223,484,282
1.67,truck,0.10,402,194,454,252
1.70,car,0.40,271,220,427,285
1.70,car,0.50,123,224,329,303
1.70,truck,0.10,477,206,547,273
1.70,traffic light,0.01,416,57,432,90
1.70,person,0.01,575,227,589,254
1.70,truck,0.11,399,194,453,252
1.70,person,0.11,460,218,500,282
1.74,car,0.39,273,221,428,285
1.74,car,0.52,124,224,336,303
1.74,truck,0.10,475,206,547,273
1.74,traffic light,0.01,416,57,432,90
1.74,person,0.01,575,228,588,254
1.74,truck,0.11,400,194,454,253
1.77,car,0.37,276,221,428,284
1.77,car,0.54,126,224,341,303
1.77,truck,0.11,472,207,546,275
1.77,traffic light,0.01,416,57,432,90
1.77,person,0.01,575,228,589,254
1.77,truck,0.11,401,194,453,253
1.80,car,0.53,136,224,345,302
1.80,car,0.34,286,223,427,285
1.80,truck,0.10,474,207,546,275
1.80,traffic light,0.01,416,57,432,90
1.80,truck,0.11,401,194,453,253
1.80,person,0.01,574,228,588,254
1.80,person,0.08,468,220,499,283
1.84,car,0.55,135,223,348,302
1.84,car,0.38,278,221,429,285
1.84,truck,0.10,476,206,547,273
1.84,traffic light,0.01,416,57,432,90
1.84,truck,0.11,399,194,453,254
1.84,person,0.01,574,228,588,254
1.84,person,0.08,469,219,499,281
1.87,car,0.56,134,223,351,302
1.87,car,0.33,287,223,428,284
1.87,truck,0.10,477,207,546,275
1.87,traffic light,0.01,416,57,432,90
1.87,truck,0.11,399,194,453,254
1.87,person,0.01,573,228,586,255
1.87,person,0.10,468,218,500,289
1.90,car,0.58,136,224,355,303
1.90,car,0.32,289,223,429,283
1.90,truck,0.10,476,207,546,274
1.90,traffic light,0.01,416,57,432,90
1.90,truck,0.11,400,193,454,253
1.90,person,0.01,573,228,587,257
1.94,car,0.58,140,224,359,302
1.94,car,0.33,286,222,429,283
1.94,truck,0.10,476,207,546,274
1.94,traffic light,0.01,416,57,432,90
1.94,person,0.01,573,228,586,257
1.94,truck,0.10,406,194,454,253
1.94,person,0.09,470,218,499,288
1.97,car,0.59,143,225,362,303
1.97,car,0.33,285,222,430,282
1.97,truck,0.10,475,207,546,273
1.97,person,0.01,572,228,585,257
1.97,traffic light,0.01,416,57,432,90
1.97,truck,0.10,404,194,453,253
1.97,person,0.09,469,218,499,288
2.00,car,0.59,149,224,366,302
2.00,car,0.34,287,220,430,283
2.00,truck,0.10,474,207,545,273
2.00,person,0.01,572,228,585,258
2.00,traffic light,0.01,416,57,432,90
2.00,truck,0.11,403,194,454,254
2.00,car,0.04,136,222,188,257
2.00,person,0.08,470,218,498,287
2.04,car,0.59,152,224,368,302
2.04,car,0.36,282,221,431,283
2.04,truck,0.10,474,207,546,273
2.04,person,0.01,572,228,585,258
2.04,traffic light,0.01,416,57,432,90
2.04,person,0.08,471,218,497,287
2.04,truck,0.10,404,194,454,253
2.04,car,0.04,136,223,190,256
2.04,person,0.00,0,222,13,258
2.07,car,0.61,155,224,373,302
2.07,car,0.33,289,220,431,282
2.07,truck,0.10,473,207,545,273
2.07,person,0.01,572,228,586,258
2.07,traffic light,0.01,416,57,432,90
2.07,person,0.07,472,218,497,288
2.07,car,0.05,135,222,193,259
2.07,truck,0.10,404,194,454,254
2.10,car,0.63,158,224,377,303
2.10,car,0.32,291,221,431,282
2.10,truck,0.10,475,207,546,274
2.10,person,0.01,572,227,584,257
2.10,traffic light,0.01,416,57,432,90
2.10,car,0.04,134,223,188,258
2.10,truck,0.10,404,194,454,254
2.10,person,0.07,472,218,497,289
2.14,car,0.64,160,223,380,303
2.14,car,0.32,291,221,431,282
2.14,truck,0.10,474,206,547,274
2.14,person,0.01,571,226,584,258
2.14,traffic light,0.01,416,57,432,90
2.14,truck,0.10,405,193,454,253
2.14,car,0.04,134,223,186,261
2.14,person,0.07,472,218,497,288
2.17,car,0.64,163,224,385,302
2.17,car,0.30,299,221,432,282
2.17,truck,0.10,473,207,546,273
2.17,person,0.01,571,227,583,259
2.17,traffic light,0.01,416,57,432,90
2.17,truck,0.10,404,193,453,253
2.17,car,0.04,134,223,190,259
2.17,person,0.01,593,247,610,280
2.20,car,0.64,167,225,391,301
2.20,car,0.30,300,220,432,282
2.20,truck,0.10,473,207,546,274
2.20,person,0.01,571,227,583,258
2.20,car,0.05,133,223,195,260
2.20,traffic light,0.01,416,57,432,90
2.20,truck,0.11,402,193,454,253
2.20,person,0.01,594,247,611,280
2.24,car,0.67,172,225,395,303
2.24,car,0.28,309,221,434,282
2.24,truck,0.10,474,206,547,273
2.24,car,0.06,132,223,199,262
2.24,person,0.01,571,227,583,259
2.24,traffic light,0.01,416,57,432,90
2.24,truck,0.11,401,193,453,252
2.24,person,0.01,593,247,610,280
2.27,car,0.68,176,224,399,302
2.27,car,0.27,311,221,435,281
2.27,truck,0.10,474,206,547,273
2.27,person,0.01,571,227,583,258
2.27,car,0.05,132,223,194,263
2.27,traffic light,0.01,416,57,432,90
2.27,truck,0.11,402,193,454,252
2.27,person,0.01,593,246,610,279
2.30,car,0.71,181,222,404,302
2.30,car,0.26,313,221,435,281
2.30,truck,0.11,473,206,547,274
2.30,car,0.06,132,223,196,263
2.30,person,0.01,570,227,582,258
2.30,traffic light,0.01,416,57,432,90
2.30,truck,0.10,405,194,453,252
2.30,person,0.01,593,246,610,279
2.34,car,0.68,185,223,402,302
2.34,car,0.25,315,222,434,281
2.34,truck,0.11,472,206,548,275
2.34,car,0.06,133,223,202,262
2.34,person,0.01,570,227,581,258
2.34,traffic light,0.01,416,57,432,90
2.34,truck,0.10,406,194,454,252
2.34,person,0.01,593,247,610,280
2.37,car,0.69,188,224,406,303
2.37,car,0.25,316,222,434,281
2.37,truck,0.11,473,206,548,274
2.37,car,0.06,132,223,203,262
2.37,traffic light,0.01,416,57,432,90
2.37,person,0.01,570,227,582,259
2.37,person,0.04,491,228,509,281
2.37,truck,0.09,407,194,453,251
2.37,person,0.01,593,246,610,279
2.40,car,0.72,190,223,410,303
2.40,car,0.23,319,222,434,279
2.40,truck,0.11,472,205,547,273
2.40,car,0.06,132,223,196,263
2.40,traffic light,0.01,416,57,431,90
2.40,person,0.04,492,228,511,282
2.40,person,0.01,568,227,581,260
2.40,car,0.02,182,223,210,256
2.40,truck,0.09,407,194,453,251
2.40,person,0.01,593,247,610,280
2.44,car,0.73,194,223,414,303
2.44,car,0.23,319,222,434,278
2.44,car,0.05,132,223,192,263
2.44,traffic light,0.01,416,57,431,90
2.44,person,0.04,493,227,513,282
2.44,truck,0.10,473,205,547,272
2.44,person,0.01,568,227,581,260
2.44,car,0.03,182,223,212,258
2.44,truck,0.09,407,194,454,250
2.44,person,0.02,527,241,547,273
2.47,car,0.73,199,224,420,303
2.47,car,0.21,323,222,435,275
2.47,car,0.05,133,224,190,264
2.47,car,0.03,182,223,212,257
2.47,traffic light,0.01,416,57,431,90
2.47,truck,0.11,473,205,547,275
2.47,person,0.01,568,228,580,260
2.47,person,0.05,491,226,513,284
2.47,person,0.01,593,246,610,279
2.50,car,0.79,202,221,426,304
2.50,car,0.20,325,222,434,274
2.50,car,0.05,133,223,191,263
2.50,traffic light,0.01,416,57,432,90
2.50,car,0.03,182,223,211,257
2.50,truck,0.12,470,205,548,278
2.50,person,0.01,568,228,580,259
2.50,person,0.01,593,246,610,279
2.54,car,0.77,205,223,427,304
2.54,car,0.18,328,222,433,272
2.54,car,0.05,133,223,191,263
2.54,person,0.01,568,228,581,260
2.54,traffic light,0.01,416,57,432,90
2.54,car,0.03,182,223,210,257
2.54,truck,0.11,473,205,548,275
2.54,person,0.01,593,246,610,279
2.57,car,0.76,209,224,428,304
2.57,car,0.18,334,221,433,273
2.57,car,0.05,133,223,191,264
2.57,person,0.01,568,227,581,259
2.57,traffic light,0.01,416,57,432,90
2.57,car,0.03,182,223,210,258
2.57,truck,0.11,472,205,548,274
2.57,person,0.01,593,246,610,280
2.57,person,0.04,499,228,518,281
2.57,person,0.00,629,235,639,276
2.60,car,0.72,214,225,431,302
2.60,car,0.17,334,221,432,272
2.60,car,0.05,133,224,190,264
2.60,car,0.03,182,223,210,257
2.60,person,0.01,568,227,581,259
2.60,traffic light,0.01,416,57,432,90
2.60,truck,0.10,474,205,547,273
2.60,person,0.04,499,227,521,284
2.60,car,0.07,205,225,258,266
2.60,person,0.00,629,232,639,277
2.64,car,0.72,217,225,434,303
2.64,car,0.05,133,224,189,264
2.64,car,0.02,181,223,209,256
2.64,car,0.15,337,222,433,268
2.64,person,0.01,567,227,580,263
2.64,person,0.00,629,231,639,277
2.64,traffic light,0.01,416,57,432,90
2.64,car,0.07,205,226,257,268
2.64,truck,0.11,472,205,547,273
2.64,person,0.03,503,228,521,282
2.67,car,0.71,219,225,436,302
2.67,car,0.02,182,223,210,256
2.67,car,0.05,133,224,189,264
2.67,car,0.05,205,229,245,267
2.67,person,0.01,567,227,581,263
2.67,car,0.14,339,222,434,266
2.67,truck,0.11,471,205,547,273
2.67,traffic light,0.01,416,57,432,90
2.67,person,0.04,504,228,523,282
2.67,person,0.00,630,232,639,278
2.70,car,0.71,223,225,440,303
2.70,car,0.05,133,224,189,264
2.70,car,0.11,343,223,432,260
2.70,car,0.03,182,223,210,257
2.70,person,0.01,566,226,580,263
2.70,truck,0.11,468,205,548,271
2.70,car,0.05,206,227,249,267
2.70,traffic light,0.01,416,57,432,90
2.70,person,0.03,506,230,524,281
2.70,person,0.00,630,229,638,276
2.74,car,0.71,227,224,445,303
2.74,car,0.05,133,224,189,264
2.74,car,0.03,182,223,210,257
2.74,person,0.01,566,226,579,263
2.74,car,0.06,205,227,251,266
2.74,truck,0.11,469,206,547,271
2.74,traffic light,0.01,416,57,432,90
2.74,car,0.11,345,222,434,259
2.74,person,0.03,506,228,525,277
2.74,person,0.01,593,246,610,279
2.77,car,0.70,232,224,449,303
2.77,car,0.06,205,228,256,267
2.77,car,0.05,133,224,188,264
2.77,truck,0.11,466,205,547,270
2.77,car,0.03,181,223,210,257
2.77,person,0.01,566,226,579,261
2.77,traffic light,0.01,416,57,432,90
2.77,car,0.10,347,223,434,258
2.77,person,0.03,508,228,525,277
2.80,car,0.72,232,224,456,304
2.80,car,0.06,205,229,256,266
2.80,truck,0.11,467,205,549,269
2.80,car,0.05,133,224,188,264
2.80,car,0.03,181,223,209,258
2.80,person,0.01,565,226,578,258
2.80,person,0.03,510,228,527,281
2.80,traffic light,0.01,416,57,432,90
2.84,car,0.67,239,225,456,303
2.84,car,0.06,205,229,258,267
2.84,truck,0.11,467,205,548,269
2.84,person,0.03,512,229,529,283
2.84,car,0.03,181,223,209,257
2.84,car,0.05,133,224,189,264
2.84,person,0.01,565,226,578,261
2.84,traffic light,0.01,416,57,432,90
2.84,person,0.00,631,233,639,258
2.84,truck,0.09,407,193,453,253
2.87,car,0.65,244,225,459,302
2.87,car,0.06,205,229,258,267
2.87,truck,0.11,467,205,549,269
2.87,car,0.03,181,223,209,257
2.87,car,0.05,133,224,189,264
2.87,person,0.03,514,230,530,282
2.87,person,0.01,565,226,577,261
2.87,traffic light,0.01,416,57,432,90
2.87,person,0.00,631,234,639,257
2.87,truck,0.09,407,193,453,253
2.90,car,0.64,247,225,462,302
2.90,car,0.07,205,228,266,265
2.90,truck,0.11,467,206,548,270
2.90,person,0.03,515,230,531,283
2.90,car,0.03,181,223,209,257
2.90,car,0.05,133,224,189,264
2.90,person,0.01,566,226,578,262
2.90,traffic light,0.01,416,57,432,90
2.90,truck,0.10,406,193,454,254
2.90,person,0.00,631,234,639,257
2.94,car,0.66,248,225,468,303
2.94,car,0.07,205,229,264,266
2.94,truck,0.12,467,206,548,272
2.94,car,0.03,181,223,209,257
2.94,car,0.05,133,224,189,264
2.94,person,0.03,515,230,532,283
2.94,person,0.01,566,227,578,259
2.94,traffic light,0.01,416,57,432,90
2.94,truck,0.10,405,193,454,253
2.97,car,0.65,250,225,471,302
2.97,car,0.07,205,229,262,266
2.97,truck,0.12,467,206,548,273
2.97,car,0.03,181,223,209,257
2.97,car,0.05,133,224,189,264
2.97,person,0.01,565,226,577,260
2.97,traffic light,0.01,416,57,432,90
